Employee ID,Name,Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Attendance Status,Performance Category,Productivity Index,Work Efficiency,standardize mf
730498,Hiran Mahajan,Sales,Account Manager,78,62.95,79.62,4.9,84.39,43,3.7,27,No,Poor,Good,48.61666667,1.96255814,Average
611163,Bhavin Savant,Sales,Sales Executive,80,60.62,79.71,4.3,83.08,36,3.8,21,No,Poor,Good,48.30666667,2.307777778,Average
195474,Baiju Issac,Marketing,Content Strategist,98,61.93,75.75,3.7,73.59,37,3.8,20,No,Poor,Outstanding,54.54333333,1.988918919,Average
442187,Dhanuk Roy,Sales,Account Manager,67,73.56,87.41,3.4,83.74,55,4.3,10,No,Average,Average,47.98666667,1.522545455,Excellent
543775,Tarini Deo,Sales,Sales Executive,80,76.85,98.94,4.3,93.5,45,4.8,26,No,Excellent,Good,53.71666667,2.077777778,Excellent
862032,Dhruv Devi,Finance,Accountant,80,73.07,98.99,3.6,79.75,39,4.2,22,No,Excellent,Good,52.22333333,2.044871795,Excellent
109437,Jivika Dube,Sales,Business Development,95,91.57,99.9,3.2,98.03,44,3.9,22,No,Excellent,Outstanding,63.25666667,2.227954545,Average
179362,Rania Wali,HR,HR Manager,87,80.77,91.48,4.4,91.9,39,3.7,0,No,Good,Good,57.39,2.356410256,Average
333437,Jayan Borah,Marketing,Content Strategist,86,64.12,86.85,4.3,80.67,42,4.9,12,Yes,Average,Good,51.47333333,1.920714286,Excellent
910106,Indranil Singh,IT,Data Analyst,79,89.21,94.8,4.2,79.29,51,4.5,14,No,Good,Good,57.47,1.554705882,Excellent
907216,Divyansh Bobal,Marketing,Marketing Executive,64,85.06,88.6,4.1,81.81,38,5,4,No,Average,Average,51.05333333,2.152894737,Excellent
232186,Riya Lad,Marketing,Content Strategist,70,80.64,86.24,3.9,78.1,45,4.8,13,No,Average,Average,51.51333333,1.735555556,Excellent
854991,Raghav Sarkar,Sales,Account Manager,59,72.5,80.69,4.6,74.64,45,3.3,21,No,Average,Needs Improvement,45.36666667,1.658666667,Average
201511,Ivan Bajaj,Finance,Auditor,65,61.74,93.01,3.5,70.6,55,4.1,23,No,Good,Average,43.41333333,1.283636364,Excellent
699835,Oorja Banik,HR,Employee Relations,51,66.78,76.07,3.3,96.74,45,4.9,11,No,Poor,Needs Improvement,40.36,2.149777778,Excellent
665553,Parinaaz Sengupta,Marketing,Marketing Executive,56,69.99,83.24,4.7,87.37,41,3.6,15,No,Average,Needs Improvement,43.56333333,2.13097561,Average
890439,Sana Apte,Finance,Auditor,99,70.44,96.99,4.7,94.95,36,3.3,22,No,Excellent,Outstanding,58.04666667,2.6375,Average
716755,Mishti Kara,HR,HR Manager,92,89.27,96.6,3.1,98.36,40,4.7,3,Yes,Excellent,Outstanding,61.45666667,2.459,Excellent
748838,Jivika Talwar,Finance,Financial Analyst,55,81.78,87.17,3.3,71.38,38,3.5,12,No,Average,Needs Improvement,46.69333333,1.878421053,Average
880580,Nehmat Bali,Finance,Auditor,94,75.79,85.01,4.5,74.44,46,3.5,18,No,Average,Outstanding,58.09666667,1.61826087,Average
404757,Jayesh Srivastava,Sales,Business Development,53,76.01,97.84,3.1,88.01,51,4.7,28,No,Excellent,Needs Improvement,44.03666667,1.725686275,Excellent
510610,Gatik Batta,IT,Cybersecurity Specialist,65,60.69,94.65,3,91.8,43,3.5,18,No,Good,Average,42.89666667,2.134883721,Average
550593,Anay Sur,IT,Data Analyst,57,70.64,85.62,3.6,73.93,42,3.6,4,No,Average,Needs Improvement,43.74666667,1.760238095,Average
961481,Dhruv Lad,Finance,Accountant,53,77.12,76.64,3.5,97.64,37,4.4,15,No,Poor,Needs Improvement,44.54,2.638918919,Excellent
234804,Seher Kala,HR,Employee Relations,53,79.23,98.62,3.8,81.39,44,3.2,30,No,Excellent,Needs Improvement,45.34333333,1.849772727,Average
391731,Saanvi Walia,Finance,Financial Analyst,58,71.98,79.6,3.5,76.95,36,3.6,6,No,Poor,Needs Improvement,44.49333333,2.1375,Average
420457,Ryan Amble,Sales,Account Manager,85,64.99,80.11,4.9,73.61,42,4.1,24,No,Average,Good,51.63,1.752619048,Excellent
374045,Alia Vyas,Marketing,SEO Specialist,70,94.43,93.67,4.6,83.27,38,3.6,2,No,Good,Average,56.34333333,2.191315789,Average
408708,Kismat Basak,IT,Data Analyst,70,87.26,99.18,4.2,88.71,38,3.5,14,No,Excellent,Average,53.82,2.334473684,Average
444181,Khushi Sehgal,Marketing,Content Strategist,62,87.73,75.64,4.2,95.44,47,4.1,1,No,Poor,Average,51.31,2.030638298,Excellent
279158,Advika Mani,HR,Recruitment Specialist,53,89.26,91.59,4.6,72.87,35,4.3,13,No,Good,Needs Improvement,48.95333333,2.082,Excellent
899066,Kartik Basu,Marketing,Marketing Executive,81,94.98,89.72,4.3,80.63,41,4,24,No,Average,Good,60.09333333,1.966585366,Excellent
210858,Onkar Dara,HR,Recruitment Specialist,96,81.56,92.17,4.8,92.74,40,4.9,17,Yes,Good,Outstanding,60.78666667,2.3185,Excellent
324049,Suhana Dube,HR,Recruitment Specialist,69,71.91,90.09,3.3,76.49,47,3.7,5,No,Good,Average,48.07,1.627446809,Average
743502,Misha Bail,IT,Software Engineer,66,76.72,88.43,4,86.11,41,4.6,6,No,Average,Average,48.90666667,2.100243902,Excellent
556012,Alia Chana,HR,HR Manager,89,64.69,84.51,3,94.85,37,3.4,10,No,Average,Good,52.23,2.563513514,Average
425767,Oorja Gour,Finance,Auditor,67,71.85,98.15,4.5,92.87,39,4.8,15,No,Excellent,Average,47.78333333,2.381282051,Excellent
681640,Siya Lanka,Sales,Account Manager,82,75.65,83.76,4.5,94.95,35,3.2,28,No,Average,Good,54.05,2.712857143,Average
937965,Zara Arora,Finance,Financial Analyst,87,72.05,91.58,5,80.35,55,3.9,26,No,Good,Good,54.68333333,1.460909091,Average
876231,Sara Kamdar,IT,Data Analyst,66,94.01,94.25,4.4,75.91,52,3.1,17,No,Good,Average,54.80333333,1.459807692,Average
343042,Pari Krish,Marketing,Content Strategist,80,72.35,85.73,4.2,99.47,46,3.1,4,No,Average,Good,52.18333333,2.162391304,Average
597342,Hridaan Kapoor,HR,Recruitment Specialist,66,71.87,76.4,4.3,87.99,36,3.4,7,No,Poor,Average,47.39,2.444166667,Average
199900,Pihu Dua,Marketing,SEO Specialist,98,67.65,81.62,3.5,76.33,49,4.9,12,Yes,Average,Outstanding,56.38333333,1.557755102,Excellent
624293,Dhanush Chaudhary,HR,Employee Relations,56,71.1,80.48,4.5,77.66,53,3.2,19,No,Average,Needs Improvement,43.86666667,1.465283019,Average
666708,Tarini Batta,IT,Cybersecurity Specialist,83,77.4,86.09,3.9,84.31,49,4.8,2,No,Average,Good,54.76666667,1.720612245,Excellent
821580,Shanaya Borra,HR,HR Manager,95,73.62,81.12,3.8,86.89,36,4.5,30,Yes,Average,Outstanding,57.47333333,2.413611111,Excellent
273429,Shaan Wadhwa,Marketing,Content Strategist,56,75.49,96.85,4,80.04,44,3.5,11,No,Excellent,Needs Improvement,45.16333333,1.819090909,Average
587962,Nayantara Hora,Marketing,Marketing Executive,53,94.03,90.92,5,98.71,36,3,6,No,Good,Needs Improvement,50.67666667,2.741944444,Average
158993,Taran Chahal,HR,HR Manager,57,73.04,86.14,4.3,93.1,42,4.7,18,No,Average,Needs Improvement,44.78,2.216666667,Excellent
754402,Kismat Badami,HR,HR Manager,56,93.25,87.21,4.5,80.48,39,4.4,1,No,Average,Needs Improvement,51.25,2.063589744,Excellent
147572,Stuvan Viswanathan,Marketing,Content Strategist,84,92.99,83.05,4.5,76.37,39,5,8,No,Average,Good,60.49666667,1.958205128,Excellent
149524,Kimaya Basu,Finance,Financial Analyst,92,94.51,78.42,3.5,90,36,3.7,6,No,Poor,Outstanding,63.33666667,2.5,Average
267851,Hunar Bhattacharyya,Finance,Accountant,86,85,94.63,3.8,94.7,38,3.8,14,No,Good,Good,58.26666667,2.492105263,Average
994578,Arnav Bahl,Marketing,Marketing Executive,69,91.03,90.26,3.6,84.23,51,3,13,No,Good,Average,54.54333333,1.651568627,Average
212840,Kashvi Sood,Sales,Account Manager,78,94.43,82.67,3.2,73.3,42,3.4,17,No,Average,Good,58.54333333,1.745238095,Average
723998,Yuvraj  Sinha,HR,HR Manager,51,88.61,85.15,4.5,73.2,39,4.3,12,No,Average,Needs Improvement,48.03666667,1.876923077,Excellent
528120,Nayantara Ranganathan,Finance,Auditor,55,90.61,80.08,4.7,97.45,54,3.2,16,No,Average,Needs Improvement,50.10333333,1.80462963,Average
814209,Aaryahi Gaba,Marketing,SEO Specialist,60,63.05,85.97,4.5,84.94,44,4.2,30,No,Average,Average,42.51666667,1.930454545,Excellent
173088,Tiya Cheema,Finance,Accountant,81,83.33,78.66,4.3,91.83,51,5,7,No,Poor,Good,56.21,1.800588235,Excellent
971324,Mishti Vala,Sales,Business Development,66,63.78,99.71,3.3,81.08,45,4.5,7,No,Excellent,Average,44.36,1.801777778,Excellent
113859,Madhup Thaman,Finance,Auditor,87,67.49,92.71,3.3,73.17,43,4.4,29,Yes,Good,Good,52.59666667,1.701627907,Excellent
202575,Aniruddh Dada,Marketing,SEO Specialist,63,89.66,78.05,4.5,77.49,35,3.5,2,No,Poor,Average,52.38666667,2.214,Average
786419,Tiya Bumb,IT,Cybersecurity Specialist,50,68.15,88.6,4.6,98.15,53,4.2,23,No,Average,Needs Improvement,40.91666667,1.851886792,Excellent
918412,Rohan Hegde,Marketing,Content Strategist,52,64.67,88.17,5,81.16,43,4.3,24,No,Average,Needs Improvement,40.55666667,1.88744186,Excellent
923713,Dhanuk Goda,Marketing,Content Strategist,69,78.31,91.99,3.6,73.42,39,4.9,3,No,Good,Average,50.30333333,1.882564103,Excellent
726267,Pranay Bala,HR,Employee Relations,91,87.99,82.15,4.2,71.9,54,3.1,18,No,Average,Outstanding,61.06333333,1.331481481,Average
531522,Tanya Saha,HR,HR Manager,80,61.56,96.99,5,85.23,54,4,12,No,Excellent,Good,48.85333333,1.578333333,Excellent
668287,Saanvi Bansal,IT,Data Analyst,92,60.71,89.34,3.4,92.13,52,3.2,15,No,Average,Outstanding,52.03666667,1.771730769,Average
562237,Nehmat Butala,Sales,Sales Executive,72,89.08,91.16,4.3,80.46,48,3.3,25,No,Good,Average,55.12666667,1.67625,Average
842209,Sana Raval,Sales,Business Development,94,84.71,94.64,3.8,70.92,47,3.6,2,No,Good,Outstanding,60.83666667,1.50893617,Average
907833,Himmat Banik,Sales,Account Manager,90,67.68,85.5,3.4,82.46,47,4,15,No,Average,Outstanding,53.69333333,1.754468085,Excellent
294821,Riya Dara,IT,Data Analyst,73,80.77,78.75,3.9,90.24,50,3.3,21,No,Poor,Average,52.55666667,1.8048,Average
647109,Trisha Ghosh,Finance,Auditor,98,73.2,83.32,5,95.17,35,4.3,30,Yes,Average,Outstanding,58.73333333,2.719142857,Excellent
217539,Siya Kamdar,Marketing,SEO Specialist,99,89.32,95.5,4.5,83.3,35,3.9,22,No,Excellent,Outstanding,64.27333333,2.38,Average
306888,Baiju Gara,Finance,Financial Analyst,95,84.87,82.68,4.6,79.94,47,3,4,No,Average,Outstanding,61.49,1.700851064,Average
930376,Ishaan Lata,Finance,Financial Analyst,58,87.43,98.4,3.4,98.45,45,3.8,1,No,Excellent,Needs Improvement,49.61,2.187777778,Average
172400,Madhav Bose,HR,Employee Relations,86,71.51,94.62,4.9,71.6,38,4.3,1,Yes,Good,Good,54.13666667,1.884210526,Excellent
273417,Manikya Sekhon,HR,Recruitment Specialist,58,79.1,88.24,3.2,98.34,50,4.6,2,No,Average,Needs Improvement,46.76666667,1.9668,Excellent
685654,Riaan Madan,IT,Software Engineer,70,92.45,82.8,3.6,96.89,35,3.3,2,No,Average,Average,55.35,2.768285714,Average
728627,Purab Uppal,Sales,Sales Executive,50,79.27,88.51,3.5,92.41,41,3,24,No,Average,Needs Improvement,44.25666667,2.253902439,Average
738311,Damini Sarma,Marketing,SEO Specialist,61,75.59,97.04,4.6,86.72,42,4.2,16,No,Excellent,Average,47.06333333,2.064761905,Excellent
656933,Kaira Doctor,Marketing,SEO Specialist,96,63.88,97.25,5,83.76,37,4.8,28,Yes,Excellent,Outstanding,54.96,2.263783784,Excellent
878794,Aaryahi Chowdhury,Finance,Financial Analyst,86,91.89,76.95,3.9,90.91,48,3.5,22,No,Poor,Good,60.59666667,1.893958333,Average
796535,Kiara Tara,IT,Cybersecurity Specialist,69,91.56,96.85,4.5,96.63,55,4.4,2,No,Excellent,Average,55.02,1.756909091,Excellent
756402,Abram Randhawa,IT,Cybersecurity Specialist,70,77.88,95.6,3,82.62,35,3.2,4,No,Excellent,Average,50.29333333,2.360571429,Average
506054,Rania Shetty,IT,Data Analyst,63,60.1,79.03,4.9,93.83,35,4.8,15,No,Poor,Average,42.66666667,2.680857143,Excellent
556870,Indrans Varty,Marketing,SEO Specialist,56,91.92,89.45,4.6,99.73,35,3.5,30,No,Average,Needs Improvement,50.84,2.849428571,Average
518242,Kartik Sheth,HR,HR Manager,69,81.67,87.32,3.5,98.73,48,4.9,18,No,Average,Average,51.39,2.056875,Excellent
317218,Samar Wali,Finance,Auditor,66,85.17,89.33,4.8,90.94,37,4.7,27,No,Average,Average,51.99,2.457837838,Excellent
177238,Pari Buch,Finance,Auditor,83,74.77,75.93,3.5,95.24,36,4.5,25,No,Poor,Good,53.75666667,2.645555556,Excellent
652243,Madhup Sachar,Sales,Account Manager,76,82.02,94.29,3.5,80.89,48,4.4,7,No,Good,Good,53.84,1.685208333,Excellent
665258,Divij Chatterjee,Marketing,Marketing Executive,82,68.51,82.81,3.8,79.06,48,3.6,17,No,Average,Good,51.43666667,1.647083333,Average
254095,Jayan Rajan,IT,Data Analyst,68,60.94,95.48,3.4,75.62,44,4.5,2,No,Excellent,Average,44.11333333,1.718636364,Excellent
521820,Krish Venkatesh,Marketing,SEO Specialist,64,94.61,78.68,3.8,71.6,42,4.3,2,No,Poor,Average,54.13666667,1.704761905,Excellent
328735,Bhamini Balakrishnan,Finance,Financial Analyst,80,78.34,90.57,4.8,82.35,46,4,20,No,Good,Good,54.38,1.790217391,Excellent
619872,Samiha Ghosh,IT,Cybersecurity Specialist,91,81.39,86.56,3.6,84.25,41,3.7,17,No,Average,Outstanding,58.66333333,2.054878049,Average
648758,Miraya Kapadia,Finance,Financial Analyst,76,65.26,90.84,3,96.19,49,3.6,14,No,Good,Good,48.08666667,1.963061224,Average
412273,Eva Sodhi,Sales,Account Manager,80,86.98,95.65,4.8,87.75,51,3.7,1,No,Excellent,Good,57.26,1.720588235,Average
832515,Anya Kari,HR,Recruitment Specialist,56,64.37,89.83,4.9,91.32,51,4.6,9,No,Average,Needs Improvement,41.75666667,1.790588235,Excellent
333120,Divit Kaul,HR,Recruitment Specialist,69,61.33,87.38,3.2,87.12,51,4.6,18,No,Average,Average,44.51,1.708235294,Excellent
715641,Pranay Wagle,IT,Software Engineer,56,74.58,86.08,3.6,72.67,46,3.5,20,No,Average,Needs Improvement,44.72666667,1.579782609,Average
772182,Nitya Brahmbhatt,Finance,Accountant,67,81.22,96.34,3.6,96.39,37,3.7,18,No,Excellent,Average,50.60666667,2.605135135,Average
366953,Kashvi Dey,IT,Data Analyst,65,64.88,78.56,3.1,82.83,40,3.7,9,No,Poor,Average,44.32666667,2.07075,Average
807043,Vivaan Sane,Marketing,Content Strategist,76,76.99,98.99,4.1,85.55,44,4,4,No,Excellent,Good,52.36333333,1.944318182,Excellent
739863,Baiju Luthra,Marketing,Marketing Executive,73,64.06,82.71,4.6,85.82,37,4.3,8,No,Average,Average,47.22,2.319459459,Excellent
625906,Anay Madan,IT,Cybersecurity Specialist,58,71.66,75.07,4.3,83.99,49,3.8,1,No,Poor,Needs Improvement,44.65333333,1.714081633,Average
340579,Ahana  Chander,HR,Recruitment Specialist,96,66.94,97.43,3.3,78.37,37,4.6,19,Yes,Excellent,Outstanding,55.41333333,2.118108108,Excellent
423044,Hazel Iyer,Marketing,Content Strategist,82,94.57,93.26,3.2,80,47,4.4,11,No,Good,Good,59.92333333,1.70212766,Excellent
975516,Jayan Tank,Marketing,SEO Specialist,52,94.49,85.87,3,77.39,53,4.2,23,No,Average,Needs Improvement,49.83,1.460188679,Excellent
716498,Samaira Karnik,HR,HR Manager,90,94.78,80.47,3.8,74.62,47,3.1,4,No,Average,Outstanding,62.86,1.587659574,Average
870543,Anika Apte,HR,Recruitment Specialist,65,81.24,92.76,4.6,71.76,37,4.2,0,No,Good,Average,50.28,1.939459459,Excellent
580145,Anahita Chakraborty,Sales,Business Development,56,80.47,81.76,4.3,87.03,43,4,13,No,Average,Needs Improvement,46.92333333,2.023953488,Excellent
746049,Kashvi Ganguly,Marketing,SEO Specialist,55,69.5,80.5,4.7,71.15,50,4.4,24,No,Average,Needs Improvement,43.06666667,1.423,Excellent
538887,Dharmajan Sarma,HR,Recruitment Specialist,56,74.92,91.4,4.9,99.63,54,4,28,No,Good,Needs Improvement,45.27333333,1.845,Excellent
412757,Farhan Arora,HR,Employee Relations,61,74.89,76.23,3.3,71.65,43,3.3,28,No,Poor,Average,46.39666667,1.66627907,Average
559289,Renee Basu,HR,HR Manager,80,91.96,90.4,5,72.73,51,3.8,1,No,Good,Good,58.98666667,1.426078431,Average
857674,Rhea Sarma,HR,Employee Relations,97,83.26,86.44,3.7,85.51,42,4.8,0,Yes,Average,Outstanding,61.32,2.035952381,Excellent
918144,Oorja Jain,HR,HR Manager,99,71.98,89.56,3.3,87.55,55,5,27,Yes,Average,Outstanding,58.09333333,1.591818182,Excellent
898197,Nitara Basu,Finance,Financial Analyst,97,66.8,94.77,4.4,71.23,38,4.1,7,Yes,Good,Outstanding,56.06666667,1.874473684,Excellent
221770,Dhanuk Mander,HR,HR Manager,81,83.51,85.33,4,75.53,40,3.5,3,No,Average,Good,56.17,1.88825,Average
127736,Ritvik Vohra,IT,Software Engineer,59,84.15,92.14,4.6,83.1,41,3.2,13,No,Good,Needs Improvement,49.25,2.026829268,Average
298513,Myra Subramaniam,IT,Data Analyst,58,86.34,92.69,3.4,75.4,54,4,11,No,Good,Needs Improvement,49.24666667,1.396296296,Excellent
835477,Nehmat Mane,Finance,Financial Analyst,57,91.47,95.27,4.3,80.35,55,4.4,16,No,Excellent,Needs Improvement,50.92333333,1.460909091,Excellent
474033,Dhanuk Mahal,Finance,Auditor,63,74.51,92.72,4.2,71.53,39,4.7,27,No,Good,Average,47.23666667,1.834102564,Excellent
365161,Bhavin Mangat,Marketing,Marketing Executive,90,80.89,76.67,3.9,80.05,45,4.9,28,Yes,Poor,Outstanding,58.26333333,1.778888889,Excellent
915366,Aaina Dalal,HR,Employee Relations,58,73.92,91.6,3.8,76.32,48,4.4,9,No,Good,Needs Improvement,45.24,1.59,Excellent
598048,Yakshit Goswami,Sales,Business Development,99,80.76,94.88,3.2,80.5,46,4.1,22,Yes,Good,Outstanding,60.98666667,1.75,Excellent
246294,Rhea Sarma,Marketing,Marketing Executive,72,68.68,77.28,4.2,80.95,48,3.6,23,No,Poor,Average,48.29333333,1.686458333,Average
320412,Hrishita Kamdar,HR,Employee Relations,92,88.48,77.87,4.1,75.48,48,4.5,16,Yes,Poor,Outstanding,61.52666667,1.5725,Excellent
804321,Dharmajan Basak,Sales,Business Development,61,87.06,77.11,4,74.86,39,3.2,15,No,Poor,Average,50.68666667,1.919487179,Average
644599,Reyansh Mangal,Sales,Sales Executive,51,85.34,91.65,3.8,72.27,46,3,24,No,Good,Needs Improvement,46.71333333,1.571086957,Average
142719,Oorja Sabharwal,Finance,Financial Analyst,79,61.62,91.04,5,76.94,46,3.4,19,No,Good,Good,48.54,1.672608696,Average
152231,Aaina Suri,Sales,Business Development,61,61.28,98.94,3,81.52,49,4.7,6,No,Excellent,Average,41.76,1.663673469,Excellent
604081,Alisha Mall,IT,Software Engineer,89,60.89,80.62,4.8,71.95,50,5,10,Yes,Average,Good,51.56333333,1.439,Excellent
880576,Reyansh Dutta,Finance,Accountant,74,75,75.11,3.9,72.34,46,3.4,2,No,Poor,Average,50.96666667,1.572608696,Average
536553,Ritvik Virk,Marketing,Marketing Executive,70,86.54,81.59,4.6,91.87,46,4.6,1,No,Average,Average,53.71333333,1.997173913,Excellent
254337,Pranay Shukla,Marketing,Marketing Executive,55,60.56,92.47,3.6,81.18,46,4.8,29,No,Good,Needs Improvement,39.72,1.764782609,Excellent
494655,Vidur Kurian,Marketing,SEO Specialist,64,71.58,85.02,4.7,84.84,37,5,17,No,Average,Average,46.76,2.292972973,Excellent
285619,Azad Wason,IT,Cybersecurity Specialist,78,78.06,96.27,4.1,97.91,51,4.6,7,No,Excellent,Good,53.38666667,1.919803922,Excellent
909565,Zara Chatterjee,Sales,Account Manager,56,90.41,91.51,3.9,87.93,45,4.9,16,No,Good,Needs Improvement,50.10333333,1.954,Excellent
880631,Riaan Subramaniam,HR,Employee Relations,91,67.76,80.87,3.4,86.74,45,3.8,8,No,Average,Outstanding,54.05333333,1.927555556,Average
910959,Yuvraj  Bhat,Marketing,Marketing Executive,73,78.26,96.89,3.2,86.9,37,4.6,24,No,Excellent,Average,51.48666667,2.348648649,Excellent
760305,Ela Gole,Marketing,Content Strategist,57,84.34,80.36,3.4,86.23,42,3.3,1,No,Average,Needs Improvement,48.24666667,2.053095238,Average
576286,Kismat Doctor,HR,Recruitment Specialist,83,93.32,81.13,4.1,70.19,51,3.9,11,No,Average,Good,60.14,1.37627451,Average
210947,Ehsaan Dada,Sales,Business Development,75,68.13,87.9,3.8,89.01,49,4.1,1,No,Average,Good,48.97666667,1.816530612,Excellent
534568,Lakshay Mangat,HR,Recruitment Specialist,68,92.04,88.28,4.5,80.96,46,4.4,7,No,Average,Average,54.84666667,1.76,Excellent
132325,Romil Jaggi,Finance,Accountant,92,65.2,75.5,5,80.45,40,3.9,11,No,Poor,Outstanding,54.06666667,2.01125,Average
380101,Bhavin Shankar,Marketing,Content Strategist,63,78.95,91.14,3.7,73.44,37,4.8,27,No,Good,Average,48.55,1.984864865,Excellent
276251,Samiha Sule,Finance,Accountant,71,74.74,80.35,3.5,88.23,50,3.6,15,No,Average,Average,49.74666667,1.7646,Average
255648,Oorja Khalsa,IT,Cybersecurity Specialist,73,73.18,89.9,4.1,72.95,44,4.8,29,No,Average,Average,50.09333333,1.657954545,Excellent
426202,Mahika Sane,Finance,Financial Analyst,51,74.04,99.8,4.2,97.62,51,3.3,4,No,Excellent,Needs Improvement,43.08,1.914117647,Average
425169,Nitya Dugal,Finance,Auditor,55,93.54,88.23,3.5,99.42,46,4,29,No,Average,Needs Improvement,50.68,2.161304348,Excellent
957633,Lakshay Edwin,Marketing,Marketing Executive,78,69.65,87.05,5,91.61,55,4.4,0,No,Average,Good,50.88333333,1.665636364,Excellent
283446,Umang Ramaswamy,Marketing,SEO Specialist,91,74.67,85.89,3.9,85.09,44,3.1,12,No,Average,Outstanding,56.52333333,1.933863636,Average
305557,Shayak Deshpande,IT,Software Engineer,65,85,88.92,4.8,87.21,49,4.9,22,No,Average,Average,51.6,1.779795918,Excellent
988823,Aniruddh Din,Marketing,SEO Specialist,84,67.1,88.16,4.1,99.78,53,3.9,10,No,Average,Good,51.73333333,1.882641509,Average
126764,Ranbir Sawhney,Finance,Auditor,50,65.51,87.82,4.1,91.92,47,3.9,30,No,Average,Needs Improvement,39.87,1.955744681,Average
871187,Vedika Ranganathan,IT,Cybersecurity Specialist,82,89.43,79.28,3.5,97.09,48,4.7,24,No,Poor,Good,58.31,2.022708333,Excellent
786981,Akarsh Venkatesh,HR,Recruitment Specialist,86,82.41,84.18,3.6,79.3,54,4.7,25,Yes,Average,Good,57.33666667,1.468518519,Excellent
343070,Jayant Devi,Sales,Account Manager,56,70.83,94.1,4,77.28,38,3.9,10,No,Good,Needs Improvement,43.61,2.033684211,Average
713097,Jiya Master,Sales,Account Manager,54,76.25,85.49,4.5,73.8,41,4.7,11,No,Average,Needs Improvement,44.91666667,1.8,Excellent
552230,Hunar Boase,Sales,Sales Executive,57,81.58,88.7,4.5,79.96,39,3.1,4,No,Average,Needs Improvement,47.69333333,2.05025641,Average
689917,Nishith Ganguly,Marketing,Content Strategist,63,85.6,95.02,3.6,70.35,51,4.6,23,No,Excellent,Average,50.73333333,1.379411765,Excellent
608866,Madhup Andra,IT,Data Analyst,83,73.57,77.48,3.2,98.17,40,3.4,1,No,Poor,Good,53.25666667,2.45425,Average
408868,Akarsh Chokshi,Finance,Auditor,71,60.77,89.64,4.6,81.76,50,4.6,2,No,Average,Average,45.45666667,1.6352,Excellent
815458,Aarav Shere,HR,Recruitment Specialist,99,92.57,94.51,3.1,92.58,43,3.3,19,No,Good,Outstanding,64.89,2.153023256,Average
597089,Veer Dugal,Sales,Account Manager,70,70.55,79.79,3,80.32,38,3.9,6,No,Poor,Average,47.85,2.113684211,Average
750794,Ela Upadhyay,Finance,Accountant,97,65.8,81.14,3.2,89.53,37,3.7,7,No,Average,Outstanding,55.33333333,2.41972973,Average
766737,Tushar Srivastava,Finance,Accountant,76,93.87,96.31,4,85.25,52,4.1,17,No,Excellent,Good,57.95666667,1.639423077,Excellent
552784,Faiyaz Bhargava,IT,Software Engineer,65,91.71,89.43,3.3,94.97,55,3.6,29,No,Average,Average,53.33666667,1.726727273,Average
730147,Neysa Sahota,Finance,Auditor,66,83.85,98.12,3.7,87.71,52,4.6,20,No,Excellent,Average,51.18333333,1.686730769,Excellent
785949,Anahita Sidhu,HR,Recruitment Specialist,76,92.25,85.09,3.9,74.68,37,4.1,24,No,Average,Good,57.38333333,2.018378378,Excellent
454328,Myra Hayre,HR,HR Manager,80,63.11,79.65,3.7,93.51,45,4,14,No,Poor,Good,48.93666667,2.078,Excellent
223501,Dhanuk Basu,Sales,Account Manager,98,89.42,78.41,3.9,85.92,43,3.9,20,No,Poor,Outstanding,63.77333333,1.998139535,Average
381357,Arhaan Jha,Finance,Financial Analyst,91,76.32,81.6,3.7,75.44,48,4.8,9,Yes,Average,Outstanding,57.00666667,1.571666667,Excellent
998502,Badal Swamy,HR,HR Manager,56,79.24,94.97,3.3,76.96,50,3.9,14,No,Good,Needs Improvement,46.18,1.5392,Average
306118,Divit Kamdar,Marketing,SEO Specialist,54,70.07,76.46,4,86.87,55,4.4,2,No,Poor,Needs Improvement,42.69,1.579454545,Excellent
174408,Diya Dubey,Finance,Financial Analyst,78,78.14,89.61,3.8,92.15,38,5,12,No,Average,Good,53.31333333,2.425,Excellent
304460,Arhaan Brahmbhatt,Sales,Sales Executive,96,94.91,90.15,4.6,87.44,49,3.8,5,No,Good,Outstanding,65.17,1.784489796,Average
483445,Suhana Bains,Finance,Financial Analyst,61,60.75,94.63,4.1,88.87,53,4.2,0,No,Good,Average,41.95,1.676792453,Excellent
128657,Samiha Jain,HR,Employee Relations,94,74.95,76.84,4.9,92.49,53,4.3,5,Yes,Poor,Outstanding,57.95,1.74509434,Excellent
373472,Veer Kala,Marketing,Content Strategist,57,63.4,94.47,4.7,81.71,38,4.9,8,No,Good,Needs Improvement,41.7,2.150263158,Excellent
908419,Madhup Mahal,Finance,Auditor,86,79.6,80.9,3.8,99.3,37,3.8,29,No,Average,Good,56.46666667,2.683783784,Average
563319,Ela Chana,Marketing,SEO Specialist,64,88.81,88.89,4.4,83.84,40,4,4,No,Average,Average,52.40333333,2.096,Excellent
912426,Nitara Jhaveri,Marketing,Marketing Executive,77,90.91,98.66,3.3,97.73,36,4.3,11,No,Excellent,Good,57.07,2.714722222,Excellent
355899,Zara Sarin,HR,Employee Relations,97,64.46,85.52,4.3,71.54,42,3.2,7,No,Average,Outstanding,55.25333333,1.703333333,Average
